,Rel Hum_%,Wind Speed_km/h,Press_kPa,Weather,Visiblity
4978,76,11,99.96,Cloudy,24.1
4979,76,7,99.93,Mostly Cloudy,24.1
4980,74,6,99.91,Cloudy,24.1
4981,73,4,99.9,Cloudy,24.1
4982,74,6,99.86,Cloudy,24.1
4983,75,4,99.86,Cloudy,24.1
4984,72,7,99.83,Cloudy,24.1
4985,72,7,99.86,Cloudy,24.1
4986,73,11,99.89,Cloudy,24.1
4987,80,11,99.92,Cloudy,24.1
4988,83,4,99.94,Mostly Cloudy,24.1
4989,84,4,99.97,Mostly Cloudy,25.0
4990,92,0,99.94,Mainly Clear,25.0
4991,93,0,99.99,Mostly Cloudy,25.0
4992,94,0,100.01,Mainly Clear,25.0
4993,96,0,100.05,Mostly Cloudy,25.0
4994,96,4,100.08,Mainly Clear,25.0
4995,96,4,100.1,Mostly Cloudy,25.0
4996,92,0,100.19,Mainly Clear,25.0
4997,96,7,100.33,Mostly Cloudy,24.1
4998,82,17,100.34,Mostly Cloudy,24.1
4999,74,24,100.44,Mostly Cloudy,24.1
5000,69,13,100.46,Mostly Cloudy,24.1
5001,66,7,100.51,Mostly Cloudy,24.1
5002,66,6,100.53,Mainly Clear,24.1
5003,65,4,100.55,Mainly Clear,24.1
5004,59,6,100.56,Mainly Clear,24.1
5005,58,0,100.55,Mainly Clear,24.1
5006,55,0,100.57,Mainly Clear,24.1
5007,57,11,100.6,Mostly Cloudy,24.1
5008,55,6,100.63,Mostly Cloudy,24.1
5009,54,6,100.66,Mostly Cloudy,24.1
5010,51,7,100.71,Mostly Cloudy,24.1
5011,66,4,100.74,Mainly Clear,24.1
5012,69,6,100.8,Mainly Clear,24.1
5013,74,4,100.86,Mainly Clear,25.0
5014,72,0,100.88,Mainly Clear,25.0
5015,76,0,100.92,Mostly Cloudy,25.0
5016,69,9,100.95,Mostly Cloudy,25.0
5017,50,4,101.01,Mainly Clear,25.0
5018,57,13,101.06,Mostly Cloudy,25.0
5019,76,11,101.09,Mostly Cloudy,25.0
5020,70,13,101.14,Mostly Cloudy,25.0
5021,67,15,101.18,Mostly Cloudy,48.3
5022,65,17,101.2,Mostly Cloudy,48.3
5023,58,15,101.22,Mostly Cloudy,48.3
5024,57,17,101.25,Mostly Cloudy,48.3
5025,59,19,101.25,Mostly Cloudy,48.3
5026,57,15,101.29,Mostly Cloudy,48.3
5027,54,20,101.26,Cloudy,48.3
5028,55,13,101.19,Cloudy,48.3
5029,44,13,101.15,Cloudy,48.3
5030,38,13,101.13,Mostly Cloudy,48.3
5031,38,22,101.12,Mostly Cloudy,48.3
5032,42,17,101.1,Mostly Cloudy,48.3
5033,38,17,101.1,Mostly Cloudy,48.3
5034,37,15,101.15,Mostly Cloudy,48.3
5035,38,13,101.15,Mostly Cloudy,48.3
5036,42,9,101.14,Mostly Cloudy,24.1
5037,50,4,101.14,Mainly Clear,25.0
5038,66,7,101.16,Mainly Clear,25.0
5039,72,9,101.18,Mainly Clear,25.0
5040,74,9,101.18,Clear,25.0
5041,74,13,101.16,Clear,25.0
5042,73,15,101.16,Clear,25.0
5043,66,15,101.14,Mainly Clear,25.0
5044,67,13,101.15,Mainly Clear,25.0
5045,69,13,101.23,Mainly Clear,48.3
5046,66,15,101.27,Mainly Clear,48.3
5047,64,15,101.29,Mainly Clear,24.1
5048,63,13,101.31,Mainly Clear,24.1
5049,63,9,101.3,Mainly Clear,48.3
5050,65,7,101.28,Mainly Clear,48.3
5051,61,11,101.26,Mainly Clear,48.3
5052,57,6,101.21,Mainly Clear,48.3
5053,57,9,101.17,Mainly Clear,48.3
5054,55,4,101.12,Mainly Clear,48.3
5055,54,11,101.09,Mainly Clear,48.3
5056,54,0,101.06,Mainly Clear,48.3
5057,54,7,101.03,Mainly Clear,48.3
5058,55,6,101.05,Mainly Clear,48.3
5059,57,6,101.08,Mostly Cloudy,48.3
5060,59,9,101.12,Mostly Cloudy,24.1
5061,65,11,101.15,Mainly Clear,25.0
5062,83,4,101.16,Mainly Clear,25.0
5063,85,4,101.18,Clear,25.0
5064,77,0,101.17,Mainly Clear,25.0
5065,85,6,101.16,Mainly Clear,25.0
5066,88,6,101.15,Clear,25.0
5067,87,4,101.13,Clear,25.0
5068,81,6,101.22,Mainly Clear,25.0
5069,93,0,101.27,Mainly Clear,24.1
5070,80,6,101.28,Mainly Clear,24.1
5071,76,6,101.31,Mainly Clear,48.3
5072,70,7,101.31,Clear,48.3
5073,64,7,101.31,Mainly Clear,48.3
5074,57,15,101.29,Mainly Clear,48.3
5075,51,15,101.27,Mainly Clear,48.3
5076,50,19,101.22,Mainly Clear,48.3
5077,45,15,101.17,Mostly Cloudy,48.3
5078,44,17,101.13,Cloudy,48.3
5079,39,17,101.1,Cloudy,48.3
5080,39,9,101.04,Cloudy,48.3
5081,36,9,101.03,Cloudy,48.3
5082,46,13,101.01,Mainly Clear,48.3
5083,53,11,101.01,Mainly Clear,48.3
5084,59,7,101.01,Mainly Clear,48.3
5085,63,11,101.0,Clear,25.0
5086,68,9,101.0,Clear,25.0
5087,73,6,101.02,Mainly Clear,25.0
5088,82,6,101.03,Mainly Clear,25.0
5089,81,9,101.03,Mainly Clear,25.0
5090,74,13,101.02,Mainly Clear,25.0
5091,78,13,101.02,Clear,25.0
5092,80,9,101.03,Mainly Clear,25.0
5093,84,11,101.04,Mainly Clear,25.0
5094,81,7,101.05,Mainly Clear,48.3
5095,76,9,101.03,Clear,48.3
5096,71,9,101.02,Clear,48.3
5097,68,7,100.98,Mainly Clear,24.1
5098,64,11,100.97,Mainly Clear,24.1
5099,63,13,100.93,Mainly Clear,24.1
5100,61,19,100.87,Mainly Clear,24.1
5101,56,19,100.79,Mainly Clear,24.1
5102,53,20,100.7,Mainly Clear,24.1
5103,53,19,100.64,Mainly Clear,24.1
5104,56,22,100.58,Mostly Cloudy,24.1
5105,54,20,100.55,Mostly Cloudy,24.1
5106,69,17,100.53,Mostly Cloudy,24.1
5107,67,22,100.55,Rain Showers,24.1
5108,80,35,100.64,"Thunderstorms,Rain Showers,Fog",9.7
5109,78,13,100.65,"Thunderstorms,Rain Showers",25.0
5110,81,7,100.57,Mostly Cloudy,25.0
5111,85,4,100.52,Mainly Clear,25.0
5112,93,0,100.53,Mainly Clear,25.0
5113,92,4,100.54,Clear,25.0
5114,87,9,100.55,Mostly Cloudy,25.0
5115,89,9,100.54,Cloudy,25.0
5116,88,6,100.57,Mostly Cloudy,25.0
5117,85,9,100.58,Cloudy,25.0
5118,89,7,100.62,Rain Showers,25.0
5119,88,11,100.64,Cloudy,24.1
5120,87,9,100.65,Cloudy,24.1
5121,83,13,100.64,Cloudy,24.1
5122,75,13,100.6,Mostly Cloudy,24.1
5123,69,17,100.6,Mostly Cloudy,24.1
5124,67,13,100.56,Mainly Clear,24.1
5125,63,15,100.51,Mainly Clear,24.1
5126,63,15,100.48,Mainly Clear,24.1
5127,59,13,100.46,Mainly Clear,24.1
5128,58,9,100.4,Mainly Clear,24.1
5129,60,13,100.38,Mainly Clear,24.1
5130,61,15,100.39,Mainly Clear,24.1
5131,65,13,100.46,Mostly Cloudy,24.1
5132,67,15,100.48,Mostly Cloudy,25.0
5133,84,6,100.49,Mainly Clear,25.0
5134,79,7,100.52,Mainly Clear,25.0
5135,78,6,100.5,Mainly Clear,25.0
5136,78,7,100.51,Mostly Cloudy,25.0
5137,83,7,100.48,Mainly Clear,25.0
5138,87,9,100.49,Mainly Clear,25.0
5139,88,11,100.47,Mainly Clear,25.0
5140,89,11,100.51,Mainly Clear,25.0
5141,90,7,100.55,Clear,24.1
5142,88,15,100.55,Clear,48.3
5143,86,13,100.6,Mainly Clear,48.3
5144,78,11,100.61,Mainly Clear,48.3
5145,75,17,100.63,Mainly Clear,48.3
5146,68,11,100.6,Mainly Clear,24.1
5147,65,17,100.56,Mainly Clear,24.1
5148,58,13,100.56,Mainly Clear,24.1
5149,51,20,100.5,Mainly Clear,24.1
5150,52,13,100.44,Mainly Clear,24.1
5151,52,19,100.43,Mostly Cloudy,24.1
5152,48,22,100.4,Mostly Cloudy,24.1
5153,43,20,100.41,Mostly Cloudy,24.1
5154,48,15,100.42,Mostly Cloudy,24.1
5155,45,15,100.44,Mostly Cloudy,24.1
5156,48,19,100.52,Cloudy,25.0
5157,50,24,100.53,Cloudy,25.0
5158,55,17,100.52,Cloudy,25.0
5159,62,24,100.5,Mostly Cloudy,25.0
5160,63,17,100.5,Mainly Clear,25.0
5161,64,13,100.5,Mainly Clear,25.0
5162,68,13,100.52,Mostly Cloudy,25.0
5163,72,15,100.54,Mostly Cloudy,25.0
5164,73,15,100.6,Cloudy,25.0
5165,76,11,100.68,Mainly Clear,24.1
5166,77,13,100.74,Mainly Clear,24.1
5167,75,17,100.81,Mainly Clear,24.1
5168,71,13,100.87,Clear,24.1
5169,62,15,100.91,Mainly Clear,24.1
5170,60,11,100.95,Mainly Clear,24.1
5171,55,13,100.99,Mainly Clear,24.1
5172,53,17,101.03,Mainly Clear,24.1
5173,49,19,101.07,Mainly Clear,24.1
5174,48,24,101.1,Mainly Clear,24.1
5175,47,17,101.11,Mainly Clear,24.1
5176,45,20,101.1,Mainly Clear,24.1
5177,48,20,101.14,Clear,48.3
5178,51,11,101.18,Clear,48.3
5179,54,7,101.24,Clear,48.3
5180,60,6,101.31,Clear,24.1
5181,68,6,101.39,Clear,25.0
5182,61,9,101.42,Clear,25.0
5183,61,4,101.49,Clear,25.0
5184,69,9,101.51,Clear,25.0
5185,64,9,101.55,Mostly Cloudy,25.0
5186,64,7,101.59,Mostly Cloudy,25.0
5187,64,6,101.61,Mostly Cloudy,25.0
5188,61,7,101.62,Cloudy,24.1
5189,64,11,101.65,Cloudy,48.3
5190,77,9,101.67,Mostly Cloudy,48.3
5191,67,17,101.75,Mainly Clear,48.3
5192,63,13,101.75,Mainly Clear,48.3
5193,60,15,101.73,Mainly Clear,24.1
5194,54,13,101.72,Mainly Clear,24.1
5195,54,17,101.69,Clear,24.1
5196,52,9,101.62,Clear,25.0
5197,46,11,101.56,Clear,24.1
5198,44,17,101.48,Clear,24.1
5199,44,17,101.39,Clear,24.1
5200,44,15,101.34,Clear,24.1
5201,47,13,101.32,Clear,24.1
5202,49,13,101.29,Mostly Cloudy,24.1
5203,50,20,101.23,Mainly Clear,24.1
5204,53,19,101.23,Clear,24.1
5205,58,17,101.3,Mainly Clear,25.0
5206,60,13,101.28,Mainly Clear,25.0
5207,63,17,101.27,Clear,25.0
5208,67,19,101.24,Clear,25.0
5209,70,19,101.19,Clear,25.0
5210,74,19,101.16,Clear,25.0
5211,73,22,101.06,Mainly Clear,25.0
5212,75,19,101.04,Mainly Clear,25.0
5213,77,22,101.02,Mostly Cloudy,24.1
5214,77,19,100.96,Cloudy,24.1
5215,73,22,100.89,Cloudy,24.1
5216,72,24,100.8,Cloudy,24.1
5217,71,24,100.72,Mostly Cloudy,19.3
5218,88,22,100.71,Cloudy,19.3
5219,76,24,100.63,Mostly Cloudy,24.1
5220,64,19,100.5,Mostly Cloudy,24.1
5221,88,24,100.4,Rain Showers,12.9
5222,89,26,100.42,Rain Showers,16.1
5223,76,13,100.31,Mostly Cloudy,24.1
5224,58,28,100.26,Mostly Cloudy,24.1
5225,59,22,100.2,Cloudy,24.1
5226,83,22,100.28,"Thunderstorms,Rain Showers",19.3
5227,89,26,100.29,Rain Showers,16.1
5228,86,32,100.32,Cloudy,25.0
5229,85,32,100.43,Mainly Clear,25.0
5230,79,26,100.5,Mainly Clear,25.0
5231,70,30,100.58,Clear,25.0
5232,60,24,100.67,Clear,25.0
5233,67,24,100.7,Mainly Clear,25.0
5234,69,22,100.77,Clear,25.0
5235,70,22,100.79,Clear,25.0
5236,75,13,100.86,Clear,25.0
5237,81,9,100.95,Clear,48.3
5238,76,13,101.01,Clear,48.3
5239,73,17,101.06,Mainly Clear,48.3
5240,68,17,101.09,Mainly Clear,48.3
5241,65,20,101.11,Mostly Cloudy,48.3
5242,62,22,101.13,Mostly Cloudy,48.3
5243,59,28,101.15,Mainly Clear,48.3
5244,57,24,101.17,Mostly Cloudy,48.3
5245,61,13,101.18,Mostly Cloudy,48.3
5246,55,13,101.15,Mostly Cloudy,48.3
5247,58,22,101.12,Mainly Clear,48.3
5248,51,19,101.07,Mainly Clear,48.3
5249,53,24,101.06,Mainly Clear,48.3
5250,53,15,101.03,Mainly Clear,48.3
5251,57,9,101.02,Clear,48.3
5252,58,9,101.03,Clear,25.0
5253,64,9,101.03,Clear,25.0
5254,75,13,101.04,Clear,25.0
5255,71,11,101.05,Clear,25.0
5256,80,13,101.04,Clear,25.0
5257,79,17,101.02,Clear,25.0
5258,77,19,100.99,Clear,25.0
5259,83,13,100.96,Clear,25.0
5260,83,11,100.95,Clear,25.0
5261,90,7,100.99,Clear,48.3
5262,85,6,101.02,Clear,48.3
5263,80,15,101.01,Mainly Clear,48.3
5264,74,17,101.01,Mainly Clear,48.3
5265,68,19,100.99,Mainly Clear,48.3
5266,65,24,100.96,Mainly Clear,48.3
5267,60,22,100.96,Mainly Clear,48.3
5268,53,17,100.9,Mainly Clear,48.3
5269,48,20,100.87,Mainly Clear,48.3
5270,44,20,100.82,Mainly Clear,48.3
5271,40,24,100.79,Mostly Cloudy,48.3
5272,43,17,100.74,Mostly Cloudy,48.3
5273,40,15,100.74,Mostly Cloudy,48.3
5274,44,15,100.74,Mostly Cloudy,48.3
5275,49,13,100.73,Mostly Cloudy,48.3
5276,47,17,100.81,Mostly Cloudy,25.0
5277,68,22,100.9,Cloudy,25.0
5278,80,0,100.86,Mostly Cloudy,25.0
5279,84,9,100.87,Rain Showers,25.0
5280,92,7,100.92,Mostly Cloudy,25.0
5281,95,7,100.94,Mainly Clear,25.0
5282,96,4,100.91,Mainly Clear,19.3
5283,98,4,100.92,Clear,12.9
5284,98,4,100.97,Clear,16.1
5285,99,0,101.02,Mainly Clear,19.3
5286,95,0,101.03,Clear,24.1
5287,89,6,101.09,Clear,48.3
5288,80,0,101.12,Mostly Cloudy,48.3
5289,69,4,101.11,Mainly Clear,48.3
5290,61,9,101.11,Mainly Clear,48.3
5291,55,4,101.08,Mainly Clear,48.3
5292,40,0,101.05,Mainly Clear,48.3
5293,44,4,101.0,Mainly Clear,48.3
5294,47,11,100.98,Mainly Clear,24.1
5295,43,7,100.94,Mostly Cloudy,24.1
5296,48,9,100.92,Mostly Cloudy,24.1
5297,62,19,100.91,Mostly Cloudy,24.1
5298,60,9,100.9,Mostly Cloudy,24.1
5299,61,7,100.9,Rain Showers,24.1
5300,65,11,100.92,Rain Showers,25.0
5301,73,6,100.93,Mostly Cloudy,25.0
5302,67,4,100.89,Mostly Cloudy,25.0
5303,69,6,100.92,Mostly Cloudy,25.0
5304,73,9,100.93,Mainly Clear,25.0
5305,68,11,100.89,Mostly Cloudy,25.0
5306,70,4,100.91,Cloudy,25.0
5307,76,9,100.89,Cloudy,25.0
5308,78,11,100.9,Mostly Cloudy,25.0
5309,77,13,100.93,Cloudy,24.1
5310,78,15,100.98,Cloudy,24.1
5311,81,13,101.01,Cloudy,24.1
5312,80,19,101.01,Cloudy,24.1
5313,77,22,100.98,Cloudy,24.1
5314,75,17,100.98,Cloudy,24.1
5315,69,13,100.98,Cloudy,24.1
5316,67,17,100.92,Cloudy,24.1
5317,68,19,100.94,Cloudy,24.1
5318,68,20,100.86,Rain Showers,24.1
5319,66,17,100.91,Rain Showers,16.1
5320,80,19,100.89,Rain,19.3
5321,85,17,100.93,Rain,12.9
5322,89,20,100.87,Rain,16.1
5323,88,13,100.92,Rain,19.3
5324,86,15,100.88,Cloudy,25.0
5325,86,19,100.87,Cloudy,25.0
5326,82,19,100.83,Cloudy,25.0
5327,84,20,100.77,Cloudy,25.0
5328,85,17,100.74,Cloudy,25.0
5329,85,19,100.68,Cloudy,25.0
5330,82,13,100.66,Cloudy,25.0
5331,86,13,100.65,Cloudy,25.0
5332,90,9,100.67,Rain,9.7
5333,92,19,100.58,Rain,12.9
5334,92,9,100.69,Cloudy,16.1
5335,91,7,100.66,Cloudy,12.9
5336,89,9,100.69,Cloudy,12.9
5337,91,13,100.7,Cloudy,11.3
5338,90,11,100.75,Cloudy,11.3
5339,92,15,100.73,Fog,6.4
5340,88,17,100.73,Fog,6.4
5341,88,19,100.7,"Rain,Fog",6.4
5342,86,19,100.64,"Rain,Fog",8.0
5343,91,20,100.63,"Rain,Fog",6.4
5344,90,20,100.65,"Rain,Fog",8.0
5345,91,20,100.63,"Rain,Fog",8.0
5346,93,22,100.62,"Rain,Fog",6.4
5347,93,24,100.63,"Rain,Fog",4.8
5348,93,17,100.65,Rain,12.9
5349,95,22,100.62,Rain,16.1
5350,95,20,100.58,Cloudy,25.0
5351,95,19,100.56,Cloudy,25.0
5352,94,20,100.57,Cloudy,16.1
5353,95,19,100.57,Cloudy,16.1
5354,95,19,100.54,Cloudy,16.1
5355,95,22,100.53,Cloudy,16.1
5356,97,24,100.54,Rain Showers,16.1
5357,97,22,100.57,Cloudy,12.9
5358,96,20,100.61,Cloudy,16.1
5359,93,17,100.65,Cloudy,12.9
5360,90,15,100.66,Cloudy,12.9
5361,86,15,100.66,Cloudy,24.1
5362,82,11,100.65,Cloudy,24.1
5363,78,13,100.61,Mostly Cloudy,24.1
5364,72,9,100.58,Mostly Cloudy,24.1
5365,66,15,100.51,Cloudy,24.1
5366,65,17,100.47,Cloudy,24.1
5367,63,19,100.42,Cloudy,24.1
5368,68,9,100.36,Cloudy,24.1
5369,96,32,100.58,"Thunderstorms,Rain Showers",12.9
5370,95,19,100.59,Rain Showers,24.1
5371,89,11,100.59,Mainly Clear,24.1
5372,94,13,100.65,Mostly Cloudy,25.0
5373,91,9,100.68,Mostly Cloudy,25.0
5374,92,9,100.72,Cloudy,25.0
5375,93,9,100.71,Mostly Cloudy,25.0
5376,93,4,100.7,Mostly Cloudy,19.3
5377,97,6,100.69,Cloudy,19.3
5378,96,4,100.66,Cloudy,12.9
5379,97,0,100.65,Mostly Cloudy,12.9
5380,96,4,100.68,Fog,9.7
5381,95,4,100.75,Fog,8.0
5382,95,9,100.75,Mostly Cloudy,12.9
5383,91,7,100.79,Mostly Cloudy,24.1
5384,79,15,100.8,Mostly Cloudy,24.1
5385,70,19,100.79,Mainly Clear,48.3
5386,68,17,100.76,Mainly Clear,48.3
5387,67,13,100.72,Mainly Clear,48.3
5388,63,17,100.67,Mainly Clear,48.3
5389,60,13,100.64,Mainly Clear,48.3
5390,56,13,100.62,Mainly Clear,48.3
5391,57,15,100.58,Mainly Clear,48.3
5392,55,17,100.56,Mainly Clear,48.3
5393,57,17,100.55,Mostly Cloudy,24.1
5394,75,15,100.61,Mainly Clear,48.3
5395,72,15,100.63,Mainly Clear,24.1
5396,72,13,100.69,Mainly Clear,25.0
5397,76,11,100.71,Mainly Clear,25.0
5398,78,17,100.7,Mainly Clear,25.0
5399,78,19,100.69,Mainly Clear,25.0
5400,78,22,100.68,Clear,25.0
5401,81,15,100.68,Clear,25.0
5402,84,13,100.67,Mainly Clear,25.0
5403,87,9,100.7,Mainly Clear,25.0
5404,87,9,100.74,Mainly Clear,25.0
5405,88,13,100.78,Mainly Clear,24.1
5406,88,13,100.81,Mainly Clear,24.1
5407,86,19,100.87,Cloudy,19.3
5408,83,13,100.89,Mostly Cloudy,19.3
5409,79,15,100.88,Mostly Cloudy,19.3
5410,75,22,100.88,Mostly Cloudy,19.3
5411,75,20,100.87,Mostly Cloudy,24.1
5412,67,17,100.85,Mostly Cloudy,24.1
5413,64,20,100.82,Mostly Cloudy,24.1
5414,62,19,100.79,Mostly Cloudy,24.1
5415,61,13,100.74,Mostly Cloudy,24.1
5416,61,19,100.76,Mostly Cloudy,24.1
5417,67,11,100.78,Mostly Cloudy,24.1
5418,62,11,100.8,Mostly Cloudy,24.1
5419,65,7,100.8,Mainly Clear,24.1
5420,71,7,100.83,Mainly Clear,25.0
5421,75,6,100.87,Mainly Clear,25.0
5422,76,9,100.88,Mainly Clear,25.0
5423,76,9,100.86,Mainly Clear,25.0
5424,79,7,100.85,Mainly Clear,25.0
5425,81,9,100.85,Mainly Clear,25.0
5426,85,11,100.83,Mostly Cloudy,25.0
5427,82,11,100.82,Mainly Clear,25.0
5428,88,6,100.83,Mostly Cloudy,25.0
5429,86,7,100.84,Mainly Clear,24.1
5430,79,9,100.83,Mostly Cloudy,24.1
5431,76,13,100.88,Mostly Cloudy,24.1
5432,74,9,100.87,Mostly Cloudy,24.1
5433,78,11,100.89,Cloudy,24.1
5434,79,15,100.88,Cloudy,24.1
5435,80,15,100.86,Cloudy,24.1
5436,78,9,100.84,Cloudy,24.1
5437,76,15,100.79,Mostly Cloudy,24.1
5438,71,13,100.75,Mostly Cloudy,24.1
5439,64,15,100.71,Mostly Cloudy,24.1
5440,64,7,100.69,Mostly Cloudy,24.1
5441,62,7,100.67,Mostly Cloudy,24.1
5442,63,6,100.69,Mostly Cloudy,24.1
5443,65,0,100.67,Mostly Cloudy,24.1
5444,71,6,100.68,Mostly Cloudy,25.0
5445,76,6,100.69,Cloudy,25.0
5446,76,4,100.66,Cloudy,25.0
5447,79,4,100.64,Cloudy,25.0
5448,78,4,100.61,Cloudy,25.0
5449,82,20,100.65,Rain Showers,25.0
5450,95,9,100.63,Rain,25.0
5451,93,9,100.58,Cloudy,25.0
5452,93,4,100.56,Cloudy,19.3
5453,92,4,100.62,Cloudy,24.1
5454,89,0,100.65,Cloudy,24.1
5455,93,0,100.69,Drizzle,24.1
5456,89,0,100.69,Mostly Cloudy,24.1
5457,85,11,100.73,Mostly Cloudy,24.1
5458,82,13,100.75,Cloudy,24.1
5459,81,9,100.78,Mostly Cloudy,24.1
5460,70,7,100.73,Mostly Cloudy,24.1
5461,64,9,100.72,Mostly Cloudy,24.1
5462,59,15,100.7,Mainly Clear,24.1
5463,62,15,100.68,Mainly Clear,24.1
5464,56,17,100.69,Mainly Clear,24.1
5465,54,13,100.67,Mainly Clear,24.1
5466,58,13,100.68,Mainly Clear,24.1
5467,67,7,100.69,Mainly Clear,24.1
5468,70,6,100.71,Mainly Clear,25.0
5469,75,6,100.7,Clear,25.0
5470,78,7,100.76,Mainly Clear,25.0
5471,77,0,100.81,Mainly Clear,25.0
5472,84,9,100.76,Clear,25.0
5473,85,9,100.76,Mainly Clear,25.0
5474,88,6,100.75,Mainly Clear,25.0
5475,89,6,100.76,Mainly Clear,25.0
5476,91,6,100.79,Mainly Clear,25.0
5477,92,0,100.81,Mainly Clear,25.0
5478,85,0,100.85,Mainly Clear,48.3
5479,85,9,100.87,Mostly Cloudy,24.1
5480,81,7,100.82,Mainly Clear,48.3
5481,79,0,100.79,Mostly Cloudy,48.3
5482,69,0,100.78,Mainly Clear,24.1
5483,67,7,100.74,Mostly Cloudy,24.1
5484,60,6,100.71,Mostly Cloudy,24.1
5485,59,11,100.71,Mainly Clear,24.1
5486,53,17,100.71,Mainly Clear,24.1
5487,50,13,100.63,Mainly Clear,24.1
5488,41,7,100.54,Mainly Clear,24.1
5489,49,9,100.53,Mainly Clear,24.1
5490,52,7,100.49,Clear,24.1
5491,54,4,100.5,Mainly Clear,24.1
5492,60,6,100.52,Mainly Clear,25.0
5493,77,6,100.5,Mainly Clear,25.0
5494,76,4,100.48,Mainly Clear,25.0
5495,75,9,100.48,Mainly Clear,25.0
5496,74,7,100.51,Mainly Clear,25.0
5497,79,11,100.47,Clear,25.0
5498,86,4,100.44,Clear,25.0
5499,86,0,100.37,Clear,25.0
5500,88,11,100.32,Mainly Clear,25.0
5501,86,7,100.3,Clear,25.0
5502,81,11,100.28,Mostly Cloudy,24.1
5503,80,15,100.24,Mostly Cloudy,24.1
5504,79,17,100.21,Cloudy,24.1
5505,76,17,100.17,Rain Showers,24.1
5506,74,13,100.13,Cloudy,24.1
5507,70,11,100.1,Cloudy,24.1
5508,80,15,100.09,Rain Showers,24.1
5509,74,20,100.06,Cloudy,24.1
5510,68,24,100.06,Cloudy,24.1
5511,57,30,100.11,Mostly Cloudy,24.1
5512,55,28,100.14,Mostly Cloudy,24.1
5513,57,30,100.15,Mostly Cloudy,24.1
5514,62,24,100.19,Mostly Cloudy,48.3
5515,64,17,100.24,Mainly Clear,48.3
5516,66,13,100.34,Mainly Clear,25.0
5517,65,9,100.37,Mainly Clear,25.0
5518,65,13,100.4,Mainly Clear,25.0
5519,70,13,100.44,Mainly Clear,25.0
5520,64,11,100.47,Mainly Clear,25.0
5521,66,9,100.51,Clear,25.0
5522,76,7,100.52,Mainly Clear,25.0
5523,75,7,100.54,Mainly Clear,25.0
5524,77,11,100.57,Mainly Clear,25.0
5525,78,13,100.64,Mainly Clear,24.1
5526,82,17,100.69,Mainly Clear,48.3
5527,80,20,100.77,Mainly Clear,48.3
5528,75,17,100.79,Mainly Clear,48.3
5529,67,19,100.82,Mainly Clear,24.1
5530,65,17,100.83,Mostly Cloudy,24.1
5531,59,19,100.84,Mostly Cloudy,48.3
5532,53,22,100.83,Mainly Clear,48.3
5533,50,20,100.85,Mainly Clear,48.3
5534,53,17,100.81,Mainly Clear,48.3
5535,44,20,100.79,Mainly Clear,48.3
5536,42,22,100.78,Mostly Cloudy,48.3
5537,43,13,100.78,Mostly Cloudy,48.3
5538,40,15,100.8,Mostly Cloudy,48.3
5539,49,11,100.83,Mainly Clear,48.3
5540,50,7,100.88,Clear,25.0
5541,62,6,100.88,Clear,25.0
5542,66,6,100.89,Mainly Clear,25.0
5543,66,0,100.91,Clear,25.0
5544,75,9,100.96,Clear,25.0
5545,65,13,100.98,Clear,25.0
5546,72,13,100.96,Clear,25.0
5547,74,11,100.94,Clear,25.0
5548,85,7,100.94,Clear,25.0
5549,89,9,100.97,Mainly Clear,24.1
5550,82,15,101.02,Mainly Clear,48.3
5551,78,13,101.06,Mainly Clear,48.3
5552,76,15,101.06,Clear,48.3
5553,72,11,101.06,Mainly Clear,48.3
5554,68,9,101.02,Mainly Clear,48.3
5555,58,15,101.0,Mainly Clear,48.3
5556,51,15,100.93,Mostly Cloudy,48.3
5557,47,13,100.9,Mostly Cloudy,48.3
5558,42,15,100.84,Mostly Cloudy,48.3
5559,46,17,100.77,Mostly Cloudy,48.3
5560,45,13,100.74,Cloudy,48.3
5561,44,13,100.73,Mostly Cloudy,48.3
5562,54,9,100.74,Mostly Cloudy,48.3
5563,56,11,100.75,Mostly Cloudy,48.3
5564,62,6,100.83,Mainly Clear,25.0
5565,75,4,100.81,Mainly Clear,25.0
5566,68,0,100.79,Clear,25.0
5567,71,0,100.78,Mainly Clear,25.0
5568,80,0,100.79,Mainly Clear,25.0
5569,83,0,100.75,Mainly Clear,25.0
5570,89,0,100.75,Clear,25.0
5571,86,0,100.75,Mainly Clear,25.0
5572,87,0,100.72,Mainly Clear,25.0
5573,93,0,100.72,Mainly Clear,25.0
5574,81,6,100.76,Mainly Clear,48.3
5575,76,7,100.77,Mainly Clear,48.3
5576,75,11,100.76,Mainly Clear,48.3
5577,67,11,100.78,Clear,48.3
5578,63,17,100.77,Mostly Cloudy,48.3
5579,63,13,100.74,Mainly Clear,48.3
5580,49,17,100.69,Mainly Clear,24.1
5581,49,17,100.64,Mainly Clear,24.1
5582,43,11,100.62,Mainly Clear,24.1
5583,41,15,100.6,Mainly Clear,24.1
5584,41,13,100.56,Clear,24.1
5585,43,13,100.57,Mainly Clear,24.1
5586,45,17,100.64,Mainly Clear,24.1
5587,49,9,100.69,Mainly Clear,24.1
5588,56,9,100.75,Clear,25.0
5589,58,7,100.77,Mainly Clear,25.0
5590,58,7,100.78,Mainly Clear,25.0
5591,69,6,100.8,Mainly Clear,25.0
5592,67,4,100.82,Mainly Clear,25.0
5593,76,4,100.85,Mainly Clear,25.0
5594,73,0,100.9,Mostly Cloudy,25.0
